ticker,company,quarter,earnings_date,quarters_behind,n_history,density_qa,density_z,density_pctile,change_vs_prev_call
PPL,PPL Corporation,2024Q4,2024-11-01,1,42,1.0926473935806966,0.13526984120751143,61.904761904761905,0.07598543368236266
CL,Colgate-Palmolive,2025Q1,2025-01-31,0,40,0.7285362026451468,0.1300950793012031,52.5,0.06723660517533658
HRL,Hormel Foods,2024Q4,2024-12-04,1,40,0.9477009477009477,0.1181554725300928,60.0,0.059132263743214675
SRE,Sempra,2024Q4,2024-11-06,1,37,0.90687900906879,0.11232479334146234,56.75675675675676,-0.2637925867414378
USB,U.S. Bancorp,2025Q1,2025-01-16,0,40,0.9396206716547765,0.10777538177121088,52.5,0.17002745663985575
A,Agilent Technologies,2024Q4,2024-11-25,1,42,1.0342873335222442,0.10635872228175854,57.14285714285714,-0.11432298979029132
F,Ford Motor Company,2024Q4,2024-10-28,1,42,0.841779762927332,0.09503739463306,57.14285714285714,-0.21468653944060967
CF,CF Industries,2024Q4,2024-10-31,1,42,0.9455626097528029,0.09486194919458167,59.523809523809526,0.04132915311490726
AMAT,Applied Materials,2024Q4,2024-11-14,1,43,0.7758772703226944,0.08607434404368683,46.51162790697674,0.09202666537792847
D,Dominion Energy,2024Q4,2024-11-01,1,40,1.057433132904831,0.08190084026555895,62.5,0.24091055845718445
HAL,Halliburton,2025Q1,2025-01-22,0,43,0.9318293281020108,0.07927789311883357,51.162790697674424,-0.23381484367713024
CMCSA,Comcast,2025Q1,2025-01-30,0,43,0.6712660824165579,0.0731409968034968,55.81395348837209,-0.13753365876752488
INVH,Invitation Homes,2024Q4,2024-10-31,1,29,1.0086244701067095,0.06548219536792128,55.172413793103445,-0.08875016525931345
LULU,Lululemon Athletica,2024Q4,2024-12-05,1,42,0.6155805561451921,0.059767523116201565,52.38095238095239,-0.03978667549322601
IDXX,Idexx Laboratories,2025Q1,2025-02-03,0,43,0.8443093549476529,0.04774841186738991,58.139534883720934,-0.02435662230157154
NI,NiSource,2024Q4,2024-10-30,1,38,1.0160307067058025,0.04515938956685734,52.63157894736842,0.18841188428915545
OXY,Occidental Petroleum,2024Q4,2024-11-13,1,42,0.9830908375933936,0.033997472886048215,59.523809523809526,0.288138386971594
BWA,BorgWarner,2024Q4,2024-10-31,1,41,1.0732492621411323,0.01944870448506645,58.536585365853654,-0.2182169318320255
ROL,"Rollins, Inc.",2024Q4,2024-10-24,1,42,0.8629339755167571,0.0056371686411527,50.0,-0.09465836374452885
TXT,Textron,2024Q3,2024-07-18,2,39,0.8094186902133923,0.0032216389679477673,43.58974358974359,-0.3251031898514375
MMM,3M,2025Q1,2025-01-21,0,42,0.8311759095244583,-0.03152768162554635,52.38095238095239,0.14576814156975482
MOS,Mosaic Company (The),2024Q4,2024-11-12,1,42,1.046831955922865,-0.034034129938583006,54.761904761904766,-0.12716489005575782
CCL,Carnival,2024Q4,2024-12-20,1,40,0.9248554913294799,-0.03894746121243876,45.0,0.010392913951877136
PWR,Quanta Services,2024Q4,2024-10-31,1,42,0.8816425120772946,-0.05287916213918019,57.14285714285714,0.04766567810046063
BX,Blackstone Inc.,2025Q1,2025-01-30,0,40,0.9484711211778029,-0.059015529226788675,45.0,0.2819213930599288
IVZ,Invesco,2025Q1,2025-01-28,0,43,1.1244491718583802,-0.059393969844428976,48.837209302325576,0.1316280324051955
SWK,Stanley Black & Decker,2024Q4,2024-10-29,1,42,1.0910815939278937,-0.06493337672768999,52.38095238095239,-0.19691428448529535
DXCM,Dexcom,2024Q4,2024-10-24,1,41,0.7628965851295714,-0.0656720671662328,51.21951219512195,0.015742884939818125
AXON,Axon Enterprise,2024Q4,2024-11-07,1,41,0.7550146495379761,-0.0689335342178728,53.65853658536586,-0.3557224760089779
AMP,Ameriprise Financial,2025Q1,2025-01-30,0,43,1.050420168067227,-0.07192105095689919,44.18604651162791,-0.11627313543285278
MGM,MGM Resorts,2024Q4,2024-10-30,1,40,0.9195402298850575,-0.07227726461023538,55.00000000000001,0.03925853974421234
DHR,Danaher Corporation,2025Q1,2025-01-29,0,42,1.0392849719393058,-0.07388413691577983,45.23809523809524,-0.21501403675986475
ANSS,Ansys,2023Q4,2023-11-02,5,38,0.9193927731451785,-0.07923293126736482,55.26315789473685,0.127028285480853
HWM,Howmet Aerospace,2024Q4,2024-11-06,1,18,1.1707109408258833,-0.08296509360487557,61.111111111111114,0.17704981353446647
AMD,Advanced Micro Devices,2024Q4,2024-10-29,1,42,0.8478975601315106,-0.08677847993514776,47.61904761904761,0.24777753612670972
UNP,Union Pacific Corporation,2025Q1,2025-01-23,0,43,0.8324552160168598,-0.08823970352688672,53.48837209302325,0.18429167937069058
PHM,PulteGroup,2025Q1,2025-01-30,0,43,1.023502653525398,-0.08988981569203604,53.48837209302325,-0.2506020296701943
DG,Dollar General,2024Q4,2024-12-05,1,40,0.8823010411152286,-0.11005261658857424,40.0,0.036134177009626955
CB,Chubb Limited,2025Q1,2025-01-29,0,42,1.0838933448948622,-0.11191317361297083,47.61904761904761,0.02676791289648861
UAL,United Airlines Holdings,2025Q1,2025-01-22,0,36,0.8082191780821918,-0.12182230370012795,41.66666666666667,-0.030016116035455287
CPT,Camden Property Trust,2024Q4,2024-11-01,1,42,0.9364717792963807,-0.1246635069089384,42.857142857142854,-0.0033438722488929873
STX,Seagate Technology,2024Q4,2024-10-22,1,44,0.9610604805302403,-0.13332681597383875,47.72727272727273,0.2956137994455622
JNJ,Johnson & Johnson,2025Q1,2025-01-22,0,43,0.8161599673536014,-0.14003017546917382,48.837209302325576,-0.09947116410486811
MNST,Monster Beverage,2024Q4,2024-11-07,1,42,0.9352787130564909,-0.1446755774422233,50.0,-0.6300652985925809
WEC,WEC Energy Group,2024Q4,2024-10-31,1,42,0.8479834539813857,-0.14819939085445843,47.61904761904761,0.03256462521933978
EBAY,eBay,2024Q4,2024-10-30,1,42,0.6844106463878328,-0.14925702783114353,47.61904761904761,0.1622767076818169
ETR,Entergy,2024Q4,2024-10-31,1,42,1.0141987829614605,-0.1642250263186732,50.0,0.3789046653144017
VZ,Verizon,2025Q1,2025-01-24,0,43,0.6692693809258227,-0.17124039693863072,51.162790697674424,-0.10714856880440504
CTAS,Cintas,2024Q3,2024-09-25,2,32,0.9708737864077669,-0.17670168233118247,50.0,0.23102519728182058
TECH,Bio-Techne,2024Q4,2024-10-30,1,44,0.8495145631067961,-0.18064176594241024,50.0,-0.3853032506583861
DTE,DTE Energy,2024Q4,2024-10-24,1,41,0.9012192966955292,-0.19196825953026372,36.58536585365854,-0.2138041774828745
META,Meta Platforms,2025Q1,2025-01-29,0,43,0.6642066420664207,-0.20402138764674527,46.51162790697674,-0.06404172895695992
DLTR,Dollar Tree,2024Q4,2024-12-04,1,34,0.7753403933434191,-0.20663927269623333,50.0,0.014636198603145245
RCL,Royal Caribbean Group,2025Q1,2025-01-28,0,43,0.8333333333333334,-0.21018666529595723,51.162790697674424,0.029345553947580094
WRB,W. R. Berkley Corporation,2025Q1,2025-01-27,0,42,1.2626633387167816,-0.22292013122366097,38.095238095238095,-0.2782936766927886
CLX,Clorox,2024Q4,2024-10-30,1,43,0.7748883635408458,-0.23009938839188449,41.86046511627907,-0.3718232722095759
BALL,Ball Corporation,2024Q4,2024-10-31,1,42,0.9082918253735717,-0.23545594071619605,35.714285714285715,-0.08736095824723888
K,Kellanova,2024Q3,2024-08-01,2,41,0.7179054054054055,-0.23621815485014028,39.02439024390244,-0.3987446444450433
GRMN,Garmin,2024Q4,2024-10-30,1,41,0.9956709956709957,-0.2416950210825962,36.58536585365854,-0.3462506361057085
EXPE,Expedia Group,2024Q4,2024-11-07,1,38,0.7232267037552156,-0.2564344273611854,44.73684210526316,-0.1433244227612489
PRU,Prudential Financial,2024Q4,2024-10-31,1,42,0.9457861847660868,-0.25648817499592785,40.476190476190474,-0.09982004437740588
DOW,Dow Inc.,2025Q1,2025-01-30,0,37,0.6838222062263811,-0.25999848881642995,37.83783783783784,-0.17988482434884767
AVB,AvalonBay Communities,2024Q4,2024-11-05,1,38,1.2344353799914127,-0.29783085175645707,36.84210526315789,0.2949265617946104
MU,Micron Technology,2024Q4,2024-12-18,1,39,0.8485362749257531,-0.30283839710104177,41.02564102564102,0.2069742107695467
NEM,Newmont,2024Q4,2024-10-24,1,42,0.7740270909481831,-0.3082999358670006,35.714285714285715,0.09551980697292872
GE,GE Aerospace,2025Q1,2025-01-24,0,36,0.7386888273314866,-0.3203240439653349,36.11111111111111,-0.08690456792135137
HPE,Hewlett Packard Enterprise,2024Q4,2024-12-05,1,35,0.6458966565349544,-0.3211690285583171,45.714285714285715,0.025479284848547223
LRCX,Lam Research,2024Q4,2024-10-23,1,44,0.9589620645889154,-0.3372745985480129,31.818181818181817,0.25726239204876267
ABNB,Airbnb,2024Q4,2024-11-07,1,15,0.80040020010005,-0.3380132907657205,46.666666666666664,-0.1817201726020402
KKR,KKR,2024Q4,2024-10-24,1,42,0.9241432422025414,-0.3498305220970228,42.857142857142854,0.0007402752028441428
EMR,Emerson Electric,2024Q4,2024-11-05,1,42,0.748829953198128,-0.3531700599017027,38.095238095238095,-0.02995346081997352
DGX,Quest Diagnostics,2025Q1,2025-01-30,0,43,0.8827238335435058,-0.3554386886456279,39.53488372093023,0.010275744204821469
FOXA,Fox Corporation ,2024Q2,2024-05-08,3,22,0.6145442130419939,-0.3557294000234977,36.36363636363637,-0.17701251519019612
L,Loews Corporation,2022Q4,2022-10-31,9,31,0.8941877794336811,-0.36161456436408296,41.935483870967744,-0.4442443429372559
ODFL,Old Dominion,2024Q4,2024-10-23,1,37,1.041780897028183,-0.3634911713411661,27.027027027027028,0.022750817224622688
CFG,Citizens Financial Group,2025Q1,2025-01-17,0,42,0.8930198651357755,-0.36670774181944205,40.476190476190474,0.03330904059493922
ELV,Elevance Health,2025Q1,2025-01-23,0,43,0.905581947743468,-0.3667374453363017,41.86046511627907,0.09307236626255422
LEN,Lennar,2024Q3,2024-09-20,2,37,0.8760683760683761,-0.36687532246296656,29.72972972972973,-0.14381943627226645
CNC,Centene Corporation,2024Q4,2024-10-25,1,42,0.9083728278041073,-0.3697499030312457,35.714285714285715,-0.06436114419294503
GD,General Dynamics,2024Q4,2024-10-23,1,42,0.9313406974225688,-0.371335032269045,35.714285714285715,-0.03484287745665826
RTX,RTX Corporation,2025Q1,2025-01-28,0,43,0.7881938621499246,-0.374472528493707,41.86046511627907,0.26944478848755615
XEL,Xcel Energy,2024Q4,2024-10-31,1,40,0.9602400600150038,-0.37664295414136273,37.5,-0.2295395381905745
BMY,Bristol Myers Squibb,2024Q4,2024-10-31,1,42,0.8412787436904094,-0.38195159372139537,28.57142857142857,0.06446714948751098
SHW,Sherwin-Williams,2025Q1,2025-01-30,0,42,0.7860886136255361,-0.3906554460810923,30.952380952380953,-0.06076253141263188
CPB,Campbell Soup Company,2024Q4,2024-12-04,1,42,0.8217569947172765,-0.39120501675119534,42.857142857142854,-0.3477093033903145
EFX,Equifax,2024Q4,2024-10-17,1,41,0.6648697214734951,-0.39121532367437906,46.34146341463415,0.13315330356304733
IFF,International Flavors & Fragrances,2024Q4,2024-11-06,1,42,0.8697296275288334,-0.39224663820447775,35.714285714285715,0.18766483137319867
HUM,Humana,2024Q4,2024-10-30,1,35,0.9556907037358819,-0.39237702985318484,34.285714285714285,-0.3416490944557049
SBUX,Starbucks,2025Q1,2025-01-28,0,44,0.6433566433566433,-0.3926361458488092,38.63636363636363,-0.047251091449986515
UHS,Universal Health Services,2024Q4,2024-10-25,1,41,1.02427388803143,-0.39405986159354645,36.58536585365854,-0.39036958358011664
AVGO,Broadcom,2024Q4,2024-12-12,1,41,0.8729139922978177,-0.39472525659015384,36.58536585365854,-0.10882565034895231
BAX,Baxter International,2024Q4,2024-11-08,1,41,0.798782807151008,-0.3956009632063961,36.58536585365854,0.27335907833744866
HST,Host Hotels & Resorts,2024Q4,2024-11-07,1,41,0.8558387219475087,-0.40485446441173256,29.268292682926827,-0.026314637021050524
LVS,Las Vegas Sands,2025Q1,2025-01-29,0,43,0.8501905599530929,-0.4130060963251965,48.837209302325576,0.045480059462415734
OKE,ONEOK,2024Q4,2024-10-30,1,39,1.0131950989632421,-0.4434303262639342,28.205128205128204,-0.0540407601616244
MOH,Molina Healthcare,2024Q4,2024-10-24,1,42,1.0614233513137288,-0.447910096145306,33.33333333333333,-0.3411543590729278
ALB,Albemarle Corporation,2024Q4,2024-11-07,1,42,0.8755928493250638,-0.4503702835672023,35.714285714285715,0.13022970146581603
ZBRA,Zebra Technologies,2024Q4,2024-10-29,1,42,0.7917432489749753,-0.4531488128572934,28.57142857142857,0.2334467026233783
CZR,Caesars Entertainment,2024Q4,2024-10-29,1,42,0.9277667329357191,-0.46399782833842945,28.57142857142857,-0.026186670109593746
JBHT,J.B. Hunt,2025Q1,2025-01-16,0,24,0.8459944751381214,-0.4682039220860626,20.833333333333336,0.09674372588737212
EOG,EOG Resources,2024Q4,2024-11-08,1,41,0.7902824528025758,-0.47309338860836064,29.268292682926827,-0.09939726249991543
KMB,Kimberly-Clark,2025Q1,2025-01-28,0,43,0.8724553385957623,-0.4733433772480841,30.23255813953488,0.22454715644100476
TDG,TransDigm Group,2024Q4,2024-11-07,1,42,1.1465866995942848,-0.4747734789245517,28.57142857142857,-0.19378698034072728
NUE,Nucor,2025Q1,2025-01-28,0,43,0.8243606998654105,-0.4807047735032657,32.55813953488372,-0.13042728103882995
AIZ,Assurant,2024Q4,2024-11-06,1,42,0.8690054715159318,-0.4849863868061993,30.952380952380953,0.11673569200879819
CSX,CSX Corporation,2025Q1,2025-01-23,0,43,0.8718782325993794,-0.4867359003861066,30.23255813953488,-0.042346021232295916
ZTS,Zoetis,2024Q4,2024-11-04,1,42,0.70999453850355,-0.4992216372250832,33.33333333333333,-0.20234893197945536
WTW,Willis Towers Watson,2024Q4,2024-10-31,1,42,0.9275237273511647,-0.5005749604134697,33.33333333333333,-0.01110443149360063
RSG,Republic Services,2024Q4,2024-10-29,1,42,0.7610804357558574,-0.5069607384305569,33.33333333333333,-0.3873742171743908
COST,Costco,2024Q4,2024-12-12,1,40,0.784412955465587,-0.531883067930922,27.500000000000004,-0.0962429813701251
QCOM,Qualcomm,2024Q4,2024-11-06,1,43,0.7905138339920948,-0.5326918260167491,25.581395348837212,0.24644419307805787
FANG,Diamondback Energy,2024Q4,2024-11-05,1,42,0.9162848812994586,-0.5394376875995439,23.809523809523807,0.14371124537478464
WAT,Waters Corporation,2024Q4,2024-11-01,1,42,0.8263069139966273,-0.5502077742465815,33.33333333333333,-0.017161112680500912
KIM,Kimco Realty,2024Q4,2024-10-31,1,42,0.849295265630647,-0.5550631713967418,28.57142857142857,0.1451938750304005
AMGN,Amgen,2024Q4,2024-10-30,1,42,0.9200572480065425,-0.5559643254341019,30.952380952380953,0.047378796451384875
MSFT,Microsoft,2024Q4,2024-10-30,1,44,0.5911330049261084,-0.564492864624354,25.0,-0.15493680589190384
BEN,Franklin Resources,2025Q1,2025-01-31,0,40,0.924182782817046,-0.5675687945321554,30.0,0.19043016227197263
MRK,Merck & Co.,2024Q4,2024-10-31,1,41,0.8849557522123894,-0.5681809592310677,36.58536585365854,-0.06728124899680044
WDC,Western Digital,2024Q4,2024-10-24,1,42,0.758631367084688,-0.5776953424912132,26.190476190476193,-0.0669828093148287
VRTX,Vertex Pharmaceuticals,2024Q4,2024-11-04,1,42,0.8830497523153134,-0.5780808779846615,28.57142857142857,-0.1322985357602473
TJX,TJX Companies,2024Q2,2024-05-22,3,44,0.7190717437489785,-0.5793890209916777,27.27272727272727,0.1278072005485208
EW,Edwards Lifesciences,2024Q4,2024-10-24,1,42,1.2055455093429777,-0.5873614406164717,23.809523809523807,0.4245728433862861
HLT,Hilton Worldwide,2024Q4,2024-10-23,1,42,0.7631469404745387,-0.5893169667688128,30.952380952380953,0.06482291812816998
CCI,Crown Castle,2024Q4,2024-10-16,1,42,0.8886067914947636,-0.6087847228192035,21.428571428571427,-0.047848058003564065
DECK,Deckers Brands,2024Q3,2024-07-25,2,40,0.5821596244131455,-0.6097751248707513,27.500000000000004,0.01123296652996586
ROST,Ross Stores,2024Q4,2024-11-21,1,41,0.8483793778551229,-0.6161930349617061,24.390243902439025,0.084502277193096
RL,Ralph Lauren Corporation,2024Q3,2024-08-07,2,44,0.5389332837762497,-0.6230954915884048,27.27272727272727,0.22971868884736907
AOS,A. O. Smith,2025Q1,2025-01-30,0,43,0.8531383302864107,-0.6278001592748287,25.581395348837212,-0.18177053594775672
TSLA,"Tesla, Inc.",2025Q1,2025-01-29,0,43,0.8598887202832575,-0.6313084742195603,18.6046511627907,0.6484722297969996
TMO,Thermo Fisher Scientific,2025Q1,2025-01-30,0,42,0.799827064418504,-0.6379002226766822,35.714285714285715,0.09901843908157681
NTRS,Northern Trust,2025Q1,2025-01-23,0,41,0.8754208754208754,-0.6381476448264858,24.390243902439025,0.08206068989664739
CMS,CMS Energy,2024Q4,2024-10-31,1,42,0.8054161316680285,-0.6429577461016087,21.428571428571427,-0.16354134186507763
ADP,Automatic Data Processing,2024Q4,2024-10-30,1,44,0.7943863365550111,-0.6573733946853223,31.818181818181817,-0.09744335274303262
TGT,Target Corporation,2024Q4,2024-11-20,1,39,0.501002004008016,-0.6637238350125493,30.76923076923077,-0.2040868985057792
RJF,Raymond James Financial,2025Q1,2025-01-29,0,40,1.065203357004519,-0.664939872988168,22.5,-0.34349535755790406
AIG,American International Group,2024Q4,2024-11-05,1,40,0.9466635880858923,-0.6680888162516355,32.5,0.16198060001307368
STZ,Constellation Brands,2024Q3,2024-07-03,2,37,0.7640700708162504,-0.6685110421000422,21.62162162162162,-0.11748508289080206
DPZ,Domino's,2024Q4,2024-10-10,1,42,0.6779661016949152,-0.6751141277577307,23.809523809523807,-0.09796637856645152
PNW,Pinnacle West,2024Q4,2024-11-06,1,42,0.7940289026520565,-0.6769328770302816,21.428571428571427,0.029892376926126785
PODD,Insulet Corporation,2024Q4,2024-11-07,1,42,0.728021978021978,-0.6811316099541245,30.952380952380953,0.041888261730291365
TRMB,Trimble Inc.,2024Q4,2024-11-06,1,42,0.7887411073306526,-0.6836069877816238,23.809523809523807,0.19850274183689554
LKQ,LKQ Corporation,2024Q4,2024-10-24,1,42,0.7477710670117919,-0.6845979068334032,33.33333333333333,-0.31789713575318523
PG,Procter & Gamble,2024Q4,2024-10-18,1,44,0.6352910670296901,-0.6906364365353711,27.27272727272727,-0.17297116916249677
LDOS,Leidos,2024Q4,2024-10-29,1,42,0.799702436302771,-0.6993881251239505,23.809523809523807,0.03059754348653798
INTC,Intel,2025Q1,2025-01-30,0,43,0.6007008176205573,-0.716192747752949,20.930232558139537,0.18168389578332927
IEX,IDEX Corporation,2024Q4,2024-10-30,1,42,0.7244395844723893,-0.7234253697815334,26.190476190476193,-0.05213378553246428
CAT,Caterpillar Inc.,2025Q1,2025-01-30,0,43,0.8198489751887811,-0.723976336011023,20.930232558139537,-0.06383372107098062
PAYX,Paychex,2024Q4,2024-10-01,1,35,0.7737824305871643,-0.7306812646331421,22.857142857142858,-0.14977539834150866
HES,Hess Corporation,2023Q3,2023-07-26,6,37,0.8558871154291001,-0.7390655811704174,24.324324324324326,-0.0826162187274817
ITW,Illinois Tool Works,2024Q4,2024-10-30,1,42,0.878136200716846,-0.7406440410658398,26.190476190476193,-0.15228578161877715
MS,Morgan Stanley,2025Q1,2025-01-16,0,38,0.885549443177244,-0.755494841049578,23.684210526315788,0.22123274035728746
COP,ConocoPhillips,2024Q4,2024-10-31,1,42,0.8227944537559043,-0.7588453032952599,23.809523809523807,0.08604928864605044
O,Realty Income,2024Q4,2024-11-05,1,41,0.913927158641386,-0.7596930257525133,21.951219512195124,-0.31739774695703793
CHRW,C.H. Robinson,2025Q1,2025-01-29,0,43,0.676223965377333,-0.7762798612445496,20.930232558139537,-0.01942820853571048
EL,Estée Lauder Companies (The),2024Q4,2024-10-31,1,36,0.6384852487890798,-0.7825059560647037,22.22222222222222,0.06767796420087635
DLR,Digital Realty,2024Q4,2024-10-24,1,42,0.7148530579825259,-0.7848395366764318,21.428571428571427,-0.11717205975687761
TSN,Tyson Foods,2025Q1,2025-02-03,0,44,0.7348342714196373,-0.7903958107588187,25.0,-0.023288472262673166
MCK,McKesson Corporation,2024Q3,2024-08-07,2,43,0.859352621025494,-0.7941916513156648,20.930232558139537,-0.08919581243239616
AFL,Aflac,2024Q4,2024-10-31,1,42,0.7266855066612838,-0.8223144736290069,16.666666666666664,0.36856458818645765
ABT,Abbott Laboratories,2025Q1,2025-01-22,0,43,0.6552880219445292,-0.827471659100646,20.930232558139537,0.2310633291417205
EVRG,Evergy,2024Q4,2024-11-07,1,25,0.7338740826573967,-0.839602599484764,20.0,0.2152915416029456
ROP,Roper Technologies,2025Q1,2025-01-30,0,43,0.7645803698435277,-0.8511173043669987,16.27906976744186,-0.1432878211450398
STT,State Street Corporation,2025Q1,2025-01-22,0,43,0.7303906001905367,-0.8852176515166286,25.581395348837212,0.03034817337679041
TER,Teradyne,2025Q1,2025-01-30,0,43,0.9950966253244881,-0.8879889955523588,16.27906976744186,0.14664723971887073
EPAM,EPAM Systems,2024Q4,2024-11-07,1,42,0.9866257399693049,-0.8893448779150518,19.047619047619047,-0.23192771915019195
APH,Amphenol,2025Q1,2025-01-22,0,43,0.7951934970842905,-0.8971037683352865,16.27906976744186,-0.37119979615427334
NVDA,Nvidia,2024Q2,2024-05-22,3,44,0.6146281499692685,-0.9098500308529974,15.909090909090908,0.18274750607449036
LIN,Linde plc,2024Q4,2024-10-31,1,22,0.6956037840845853,-0.9152276172277469,13.636363636363635,-0.12005690107039013
PLTR,Palantir Technologies,2024Q4,2024-11-04,1,16,0.5310457516339869,-0.9204011962703075,25.0,0.10369532428355954
NEE,NextEra Energy,2025Q1,2025-01-24,0,43,0.7240204429301533,-0.922707061723269,25.581395348837212,-0.061084985513094714
POOL,Pool Corporation,2024Q4,2024-10-24,1,42,0.7670182166826461,-0.9230955267304773,14.285714285714285,-0.21202678503497674
CVX,Chevron Corporation,2025Q1,2025-01-31,0,42,0.7506568247216314,-0.9249823668611273,14.285714285714285,-0.055394762579956014
TSCO,Tractor Supply,2025Q1,2025-01-30,0,43,0.6918819188191881,-0.9291041143168954,20.930232558139537,-0.004088777151507905
PAYC,Paycom,2024Q4,2024-10-30,1,42,0.7332205301748449,-0.9332354124882798,21.428571428571427,-0.41220798281349613
EIX,Edison International,2024Q4,2024-10-29,1,42,0.9587134683779187,-0.9432110603417412,19.047619047619047,0.14172000432563103
FDS,FactSet,2024Q4,2024-12-19,1,44,0.7483492296404989,-0.9508227103484291,20.454545454545457,-0.15115449244386836
UBER,Uber,2024Q4,2024-10-31,1,22,0.4134459823836059,-0.9517931284466505,9.090909090909092,-0.26288252003185303
TXN,Texas Instruments,2025Q1,2025-01-23,0,41,0.7233563735733805,-0.9832272014160471,14.634146341463413,-0.05763398867321312
PFE,Pfizer,2024Q4,2024-10-29,1,42,0.8311134789557806,-0.9970439318058777,14.285714285714285,-0.03745420377119413
DE,Deere & Company,2024Q4,2024-11-21,1,43,0.7065948855989233,-1.0056127481758486,16.27906976744186,-0.2903376297385001
HPQ,HP Inc.,2024Q4,2024-11-26,1,42,0.6776180698151951,-1.0064395432818012,11.904761904761903,0.024711582873324867
MKTX,MarketAxess,2024Q4,2024-11-06,1,42,0.7630857279122452,-1.0130463140606272,19.047619047619047,-0.08803948847552168
CSCO,Cisco,2024Q4,2024-11-13,1,34,0.6533385600418137,-1.0130531023509917,17.647058823529413,-0.09934961200119707
PEP,PepsiCo,2024Q4,2024-10-08,1,41,0.6343359934520155,-1.0161956209508705,19.51219512195122,-0.1260497632245423
PKG,Packaging Corporation of America,2025Q1,2025-01-29,0,42,0.777748484049565,-1.016977620851941,14.285714285714285,-0.5533663246026812
NFLX,Netflix,2025Q1,2025-01-21,0,12,0.44463264874020747,-1.0236758478778925,8.333333333333332,-0.11889194142372694
MTCH,Match Group,2024Q4,2024-11-07,1,34,0.6165004533091568,-1.029150614455094,17.647058823529413,-0.013675996096676801
JKHY,Jack Henry & Associates,2024Q4,2024-11-06,1,44,0.6865322816243062,-1.029882621296586,9.090909090909092,-0.24976856258137292
ADBE,Adobe Inc.,2024Q4,2024-12-11,1,43,0.5166051660516605,-1.030114645129901,13.953488372093023,-0.1296598025854807
ALL,Allstate,2024Q4,2024-10-31,1,42,0.6659603450885424,-1.0348435420979767,16.666666666666664,-0.05857438995904962
KR,Kroger,2024Q4,2024-12-05,1,39,0.6300017027073046,-1.0397618492962193,15.384615384615385,-0.012113500314413939
CAH,Cardinal Health,2024Q4,2024-11-01,1,43,0.724309642372114,-1.0486976668364085,16.27906976744186,0.14326077467247167
J,Jacobs Solutions,2024Q4,2024-11-19,1,43,0.7264957264957265,-1.0495636274931406,13.953488372093023,-0.10697935430032723
NDAQ,"Nasdaq, Inc.",2025Q1,2025-01-29,0,43,0.594906116378509,-1.0616899984070558,13.953488372093023,-0.25269517197544933
MDT,Medtronic,2024Q3,2024-08-20,2,44,0.6577916992952232,-1.0749193343505594,15.909090909090908,0.15310532582730685
WAB,Wabtec,2024Q4,2024-10-23,1,42,0.6770619614279852,-1.0761389891500628,14.285714285714285,0.027927474077785508
EXC,Exelon,2024Q4,2024-10-30,1,40,0.6538032211768458,-1.1401970973318638,10.0,0.2262700873589748
HCA,HCA Healthcare,2025Q1,2025-01-24,0,41,0.8242566970856637,-1.1412389361847444,9.75609756097561,-0.21185005330680085
PGR,Progressive Corporation,2024Q4,2024-11-05,1,38,0.8633481721300419,-1.1477840169696265,13.157894736842104,0.13484550528992212
LH,LabCorp,2024Q4,2024-10-24,1,42,0.5615724027276374,-1.1560005312291153,14.285714285714285,-0.3144073114263506
PSA,Public Storage,2024Q4,2024-10-31,1,41,0.7681879801174876,-1.1572090254839544,9.75609756097561,-0.28809453604205837
BXP,"BXP, Inc.",2025Q1,2025-01-29,0,43,0.784873349982162,-1.1601402696980165,11.627906976744185,-0.06856502192002079
NOW,ServiceNow,2025Q1,2025-01-29,0,42,0.5042016806722689,-1.1630329179886048,11.904761904761903,-0.1817976956919345
SPGI,S&P Global,2024Q4,2024-10-24,1,39,0.64030131826742,-1.1743486984778468,12.82051282051282,-0.2222137757467253
AXP,American Express,2025Q1,2025-01-24,0,42,0.6519558676028084,-1.1747999544990988,7.142857142857142,-0.003977346469940524
LW,Lamb Weston,2024Q4,2024-10-02,1,28,0.7480748074807481,-1.1882643995727218,10.714285714285714,-0.7393393801622726
HSIC,Henry Schein,2024Q4,2024-11-05,1,42,0.8913832948167713,-1.2043542293381138,2.380952380952381,-0.04465414668088874
HII,Huntington Ingalls Industries,2024Q4,2024-10-31,1,42,0.7598600892534073,-1.2180491625401009,9.523809523809524,-0.06932730709816814
ENPH,Enphase Energy,2024Q4,2024-10-22,1,41,0.6372490080557893,-1.2255944246980495,9.75609756097561,0.03985195236984951
ULTA,Ulta Beauty,2024Q4,2024-12-05,1,42,0.5108246168815374,-1.229423618164649,11.904761904761903,0.03708620287535819
STLD,Steel Dynamics,2025Q1,2025-01-23,0,43,0.8504252126063032,-1.2387090870417234,9.30232558139535,-0.13986989533586347
DVN,Devon Energy,2024Q4,2024-11-06,1,42,0.7896924355777223,-1.2860511597293764,9.523809523809524,0.05906105978505616
INTU,Intuit,2024Q4,2024-11-21,1,44,0.5195169896096602,-1.290606641302489,2.272727272727273,-0.07690448156330199
MSCI,MSCI,2025Q1,2025-01-29,0,43,0.6445672191528545,-1.324265990835151,11.627906976744185,-0.3494685661354159
MSI,Motorola Solutions,2024Q4,2024-11-07,1,39,0.6255212677231026,-1.3342543072630824,7.6923076923076925,-0.19286085377516626
