ticker,company,quarter,earnings_date,quarters_behind,n_history,density_qa,density_z,density_pctile,change_vs_prev_call
IR,Ingersoll Rand,2024Q4,2024-11-01,1,42,1.2895812053115423,1.8365412839794792,95.23809523809523,0.21159569074189433
DD,DuPont,2024Q4,2024-11-05,1,41,1.0569948186528497,1.7662565983833287,97.5609756097561,-0.1838686863615986
CRM,Salesforce,2024Q2,2024-05-29,3,44,0.7950389569088886,1.71289007944893,97.72727272727273,0.2976296304840182
CE,Celanese,2024Q4,2024-11-05,1,41,1.2322135836878392,1.6689524503538051,100.0,0.666113017587273
CMG,Chipotle Mexican Grill,2024Q4,2024-10-29,1,40,1.1688764829030007,1.6498976859596675,90.0,0.4052696591824484
AKAM,Akamai Technologies,2024Q4,2024-11-07,1,42,1.1800404585300068,1.6225860774844416,95.23809523809523,0.25099993314157176
WM,Waste Management,2025Q1,2025-01-30,0,43,1.1388684790595152,1.5517129585152396,90.69767441860465,0.2564838885074867
SLB,Schlumberger,2025Q1,2025-01-17,0,42,1.2584351632318074,1.542132829237168,92.85714285714286,0.2639221316817387
LUV,Southwest Airlines,2025Q1,2025-01-30,0,43,0.9718775847808105,1.5372028488090859,90.69767441860465,0.14937824808672717
AVY,Avery Dennison,2025Q1,2025-01-30,0,43,1.0283925776883525,1.5200257605683718,93.02325581395348,0.297932387768703
BBY,Best Buy,2024Q2,2024-05-30,3,42,1.077035414384812,1.4929912693620409,95.23809523809523,0.25372952458113884
VRSN,Verisign,2024Q4,2024-10-24,1,41,1.3714285714285714,1.485962651721823,90.2439024390244,0.4117356731560188
MA,Mastercard,2025Q1,2025-01-30,0,43,0.9394396913269586,1.470303226693213,88.37209302325581,0.4533391292731837
GNRC,Generac,2024Q4,2024-10-31,1,41,1.1468260377968018,1.4419559047771107,92.6829268292683,0.11207700304776691
LYV,Live Nation Entertainment,2024Q4,2024-11-11,1,40,0.9795191451469278,1.4221083484372636,82.5,0.3343578548243472
OTIS,Otis Worldwide,2025Q1,2025-01-29,0,19,1.0338627509739287,1.42158474960428,94.73684210526315,0.23599041054839676
IQV,IQVIA,2024Q4,2024-10-31,1,33,1.179463459759482,1.420961540832488,90.9090909090909,0.14728373905517111
