ticker,n_quarters,pearson_r,pearson_p,spearman_rho,spearman_p,mean_growth,median_growth
EL,34,-0.04212547104942448,0.8130068621100894,-0.007181054239877769,0.9678486720038728,2.417912609427647,3.288453825056637
APTV,30,-0.043244399301154465,0.8205009343885628,0.058954393770856504,0.7569754726974459,1.02268939964306,3.11625293103114
SNPS,41,-0.043467894945364204,0.7872753645797896,-0.09277407561393919,0.5639938528166829,4.2018691232346415,3.808180535966156
NTRS,41,-0.0444817158677102,0.7824325547765923,-0.1844947735191638,0.2481905571451057,2.1613224619241556,2.977624784853701
ADBE,43,-0.04525702931692355,0.773214397925257,-0.07580791301721534,0.6289865866442909,6.530973403709319,6.660168940870697
SPGI,36,-0.048417396671671886,0.7791580526527153,-0.08365508365508366,0.6276279305194356,3.6006928321228813,3.743044663120724
RMD,41,-0.048789734394886514,0.7619463403894462,-0.03588850174216029,0.8237195037054118,2.7888685134544877,2.200488997555009
LYV,40,-0.048790999580326996,0.7649596112960696,0.02288930581613509,0.8885079507613353,-1457.0676522436881,23.06667776575376
MTCH,34,-0.04934814996427819,0.7816629805456088,0.06585179526355996,0.7113688828448503,4.27767346074893,3.7156006726252944
LRCX,43,-0.05056923472533169,0.7474228777387986,-0.03775294472968891,0.8100563974267603,5.486598003835008,5.084745762711869
DOW,22,-0.05077511155723721,0.8224468675679275,0.0942970073404856,0.6763807942707641,0.6835274813855292,-5.3393837705918195
BWA,41,-0.05114619512192447,0.7508069849523731,-0.18797909407665508,0.23921227578378082,0.9935011372478406,2.0983401190103264
LDOS,41,-0.051160672702283715,0.7507386986445268,-0.12369337979094078,0.4410054853890921,4.708543810307842,4.239986592927771
STZ,29,-0.05116501242480853,0.7921000072746761,-0.050738916256157625,0.7937943350445306,3.708614040844406,3.6016007114273116
MOS,42,-0.056237369414134084,0.7235329355583963,-0.06312292358803986,0.6912685010802948,6.965460282743655,-2.183051173528286
APH,43,-0.0573215918606508,0.7150314677862387,-0.06508607671398368,0.678389626245167,3.165321982640971,3.554868624420405
GPN,37,-0.05802236546099525,0.7330206312310995,-0.1337126600284495,0.43012431431273784,4.198198343306458,4.247104247104259
DRI,38,-0.05829380841409528,0.7281113232403454,-0.12375533428165006,0.45914965423246046,4.140339004544565,3.4286688819086657
MAA,42,-0.05830369923090636,0.7137977543509405,0.05550603678794263,0.7269889198752318,3.1259092261887313,2.822398705147946
ACGL,42,-0.05916214448552439,0.7097663662470024,0.02050160043820476,0.8974610755076439,5.652529180931059,4.343325705942018
NI,37,-0.06026632488648906,0.7230946326307155,-0.29065908013276437,0.08094514046798278,0.6691672270471528,1.840490797546014
KEY,43,-0.0612489382067908,0.6964124855356819,-0.13263842625837027,0.39649689986246744,0.8129151542281214,0.4950495049504845
ATO,39,-0.06208233293186235,0.70732401687627,-0.06619433198380567,0.6888814593931062,2.2728807507702844,2.1630615640598987
VTRS,40,-0.06256301855529242,0.701339993616327,0.02607879924953096,0.873090854924288,-0.22652519149284883,-1.1125377229080913
IRM,42,-0.06460049217185927,0.6844123413732418,0.007211733246900576,0.9638463110318856,1.7709366051589022,0.7057007131413725
CRWD,18,-0.0651975684851639,0.7971597547687926,-0.17234262125902994,0.49407642787678363,37.19886921899314,22.48414615733052
GDDY,37,-0.06589905791555105,0.6983772768387517,-0.06330014224751065,0.7097455523219862,91.27124478797228,14.109589041095887
CPAY,40,-0.06640175495102484,0.6839386381587067,0.18086303939962475,0.26405967221493526,3.6214830004050436,4.511344143136307
ARE,40,-0.06667664875715677,0.6826985509520515,0.11444652908067543,0.48193940069566615,0.05980790241060561,0.1612431666105832
FE,42,-0.06755570004533631,0.6707749593591052,0.001539583502147314,0.9922793702099488,-0.17844538127291817,0.4566578659119482
IFF,42,-0.06770962731135305,0.6700674361443234,-0.22599465197309784,0.1501201933864117,-0.15441300640933958,0.8995055998385606
MTB,43,-0.06963363351996658,0.657257802947658,-0.019631531259438235,0.900562244586863,1.5462523046574304,1.7365043412608565
CVX,42,-0.07007378871244516,0.6592362987104562,-0.06377116927315453,0.6882574971454202,43.99399133514197,-5.737061304247025
WAT,42,-0.07458704531497946,0.6387505656858625,-0.03200713070253627,0.8405254495614819,2.0001639693760316,2.196154143177079
COR,42,-0.07492442391113885,0.637229560298148,-0.15225670529130542,0.33575553134328784,3.452222129666395,2.8523788905726963
ICE,42,-0.07551943439588511,0.6345506540929118,-0.1725143829511385,0.2746147148573499,2.930189073412113,2.6985663044735944
EBAY,42,-0.07608385498008481,0.6320137200414394,-0.10509683169921402,0.5077221647056107,1.4623278191191815,1.8425718551698382
KMX,24,-0.0765518181491695,0.722194157102263,-0.046956521739130425,0.8275237958648594,2.769934957151976,3.325080289464565
MU,34,-0.07715008759303238,0.6645214038544012,0.03254392666157372,0.8550237215883221,46.52426934530343,9.29000786431422
STLD,43,-0.08004852848769216,0.6098652922039968,-0.07369374811235277,0.6386108407644394,7.9022500723421985,4.471544715447149
CAG,40,-0.0807436961463594,0.6203991698824107,-0.08592870544090057,0.5980515569799153,0.29832573219124603,0.4266346051260099
K,41,-0.08134421605395134,0.6131454522768798,-0.04094076655052265,0.7993810186294079,-0.21089287028701062,0.12077294685990082
AXON,41,-0.08163175691592478,0.6118869347816369,0.021952175638227864,0.8916379900220386,9.90089424221295,6.250000000000005
STE,43,-0.08199174116446732,0.6011871229136859,-0.06689821806100876,0.6699385381692429,3.119595471689524,3.389830508474575
JNPR,38,-0.08433367040532243,0.6146832302547282,-0.04212714739030528,0.8017169820492308,1.3480543651105534,1.34624756335282
AVY,43,-0.08462375950929087,0.5895192989584073,-0.17321051041981275,0.2666675416503795,2.966032078594403,3.561253561253561
EQR,40,-0.08474746455542989,0.6031118337897181,-0.01932457786116323,0.905786601162694,3.5233855767398254,1.5056163606518438
COP,42,-0.08583751514960412,0.5888509604660362,-0.08597358398833158,0.5882581797848159,20.215671281703237,-3.6745656578058767
ALGN,42,-0.08625858579281906,0.5870174366841795,-0.159711530670124,0.3123436287980581,4.9224107705549836,4.872673546111361
GD,42,-0.08685325578551681,0.5844323283184424,-0.03087270075358561,0.846108510320363,1.6395813010287004,1.4365766055859785
CFG,39,-0.0870172770029247,0.5983719677636115,-0.14716599190283403,0.37130522288516915,1.80725539128528,1.6085790884718514
AWK,39,-0.08728406722488843,0.5972465042710347,-0.12955465587044535,0.4318285862203059,2.0371517833639072,2.135922330097076
IBM,43,-0.08730093173943804,0.5777555868276811,0.11386288130474177,0.4672156798849729,-1.031471802915947,0.2536231884057981
ANSS,38,-0.08906236723529458,0.5949088714571579,-0.1040595251121567,0.5341198833269082,2.5719347857069503,1.9553143145670346
DVA,34,-0.0905869456114974,0.6104014492936247,-0.07104660045836517,0.6896875744726882,2.5033199659536765,1.2926537037797594
AFL,42,-0.09393528011365748,0.5540453740812826,-0.09423871647354347,0.5527602288125205,1.8867514922123287,1.8826210028617556
FSLR,40,-0.0943515711398717,0.5625191755989992,-0.050093808630394004,0.7588681491296585,11.282948579427313,3.0552306744005913
CHD,38,-0.09443057201195607,0.5728042561629041,-0.1366670314038735,0.4132551717170607,3.0693554629367683,2.0301870748299304
HRL,40,-0.09526472399437678,0.5587266028772047,-0.007129455909943716,0.9651743732088084,0.6941160310496908,0.2276073197578428
CDW,42,-0.09754165549871036,0.5388630157259231,-0.001539583502147314,0.9922793702099488,4.058107441396866,4.615033795635809
GPC,40,-0.09910236193224448,0.5429195838588805,-0.06303939962476549,0.6991721046975601,2.0214284355391037,2.3716929239466653
PSA,41,-0.09950573491473601,0.5359276628119402,-0.04128919860627179,0.7977091063078884,2.635840663436339,0.8669354838709709
EIX,42,-0.1006470245795748,0.5259527147531036,-0.18985495502795563,0.22848950515271507,0.6688709071615675,0.3840792864597278
COO,43,-0.10072004544190587,0.520457143587014,-0.07308970099667773,0.6413715194312213,2.143739108786647,2.391171060698953
HAL,43,-0.10206681540706371,0.5148664958824899,-0.15690123829658714,0.31499644109143504,15.762653936480364,5.180120957139103
BKR,33,-0.10386232061630468,0.5651578677012236,-0.15307486631016046,0.3950635284773494,14.379399227656874,10.999999999999996
PAYC,41,-0.10427429548062571,0.5164642009673323,-0.10818815331010455,0.5007568579108416,10.616281390900708,7.929515418502198
IDXX,43,-0.10626342872118905,0.49764049590791354,-0.18453639383871942,0.236161629064983,4.293289990744404,4.94047619047618
LULU,42,-0.10948986503510494,0.49004264444596335,-0.00559111903411393,0.9719670527186739,4.861233718253477,5.6940668669814425
INTU,43,-0.11108256251887655,0.4782301060847959,-0.05844155844155843,0.7097046463838173,4.016098548229087,4.302884615384621
PTC,43,-0.11124644198128632,0.477577120260063,-0.1828752642706131,0.2404803247499335,2.5877105745117457,3.868515205724489
SRE,37,-0.11221575107552609,0.508453733241295,-0.10715979137031767,0.5278593824913373,1.987217525742028,1.577909270216964
ANET,41,-0.11272382750854577,0.48286335810714703,-0.11881533101045298,0.4593676012297566,8.63555371600132,8.102025506376602
PLTR,15,-0.11301213582858335,0.6884118782830242,-0.32350325697067767,0.2395182624085947,20.070234952433047,7.407407407407393
D,38,-0.11353581556736282,0.4973268025069486,-0.11303206040048144,0.4992496020214756,-0.6965828396097468,1.3861396942483413
SHW,41,-0.11684982310190496,0.46688082095686273,-0.007665505226480838,0.9620621978789156,3.6213194845337444,3.5742238455517867
MOH,42,-0.11687001987127336,0.4610746805968669,-0.16894903168300787,0.2848066213390715,8.998010295800308,4.513685874554812
T,41,-0.11691718700183974,0.46662224114576917,-0.14305628375388052,0.372242364957928,-0.45279006467417326,0.0
HLT,42,-0.11933232685072122,0.451618982175466,0.07090187180941578,0.655458585298843,9.210110516901716,6.400967347915101
RVTY,42,-0.12018397241229155,0.44837324539240286,-0.11384814844826191,0.47282315826505533,2.3055274229000746,2.600253097059344
DLTR,33,-0.12069976606048431,0.503441259910939,-0.21758021390374332,0.2238530487153335,0.906990544401141,1.601497504159733
AME,42,-0.1222733317258635,0.44046465358935893,-0.05550603678794263,0.7269889198752318,2.7591909069140534,3.310752353130047
ALL,42,-0.12391190088124648,0.43431661453022263,0.0029981362936552956,0.984965719548245,-3.619952641442544,1.8544798868379604
AMD,41,-0.12513757864971092,0.4356478201853047,-0.1885017421602788,0.23788477305885103,13.808340383641646,16.316639741518575
ODFL,37,-0.12514390678981843,0.4605130063689442,-0.1256519677572309,0.4586797962191268,4.846516971371713,4.83091787439614
XYL,42,-0.12681471238602707,0.4235430166163338,-0.28774005348026904,0.0646332369131249,2.2756375305146364,3.250985221674883
HST,41,-0.12713886548671793,0.4282834758982772,-0.25243902439024396,0.11131261771731397,0.011207454771864703,5.39419087136929
J,43,-0.12945026085887001,0.40804548260965917,-0.2407127755964965,0.11996776578412605,1.306551683674732,1.447219069239505
CSGP,38,-0.13045698729529695,0.4349955653976896,-0.1038406827880512,0.534984841125767,3.0462569624764515,3.3263352747302393
OMC,42,-0.1308111828441381,0.4089594846857543,-0.4065310752775302,0.0075493910630551,1.7218854576155849,2.080088702147523
SJM,41,-0.1341797603871385,0.40293475195296014,-0.023867595818815333,0.8822465478934659,1.3419876326370057,0.8856088560885507
ABBV,42,-0.1354654749373055,0.3923434953319746,-0.09845231342678877,0.5350612574765367,3.0853578821266288,3.4508300096668942
MET,42,-0.13749180354090337,0.3852343425300204,-0.2058990357345434,0.1908132680846429,1.102483771117104,1.2373733412805472
TYL,42,-0.13800075786043456,0.38346070747289296,-0.07673608297544769,0.6290872962929465,4.251206257488915,3.856407427836005
MNST,42,-0.1381183555299016,0.38305158113353976,-0.0950490235799368,0.5493352415545288,3.8625186217417524,4.140946502057613
SYK,43,-0.13871403695909593,0.37502253713989714,0.05451525218967079,0.7284374080295517,2.4401567717122474,2.9411764705882213
RF,43,-0.1392851129020878,0.3730403118604117,-0.042585321655089096,0.7862795898284187,2.7561608981619674,0.8552631578947303
PHM,43,-0.14061450565698627,0.36845020430009884,0.0681063122923588,0.6643266683746184,3.565935925486052,5.067567567567564
CBOE,42,-0.1408990770933837,0.37345248436351525,-0.10525889312049268,0.5070642877513688,3.467625886142457,3.0671779842447684
NSC,43,-0.14225243420761816,0.36284156563397735,-0.09755360918151616,0.5337190788079811,1.7154912153518618,2.387370042356569
SNA,40,-0.14303089646599218,0.37860962364245976,-0.23320825515947471,0.14755456798584146,2.7783672667741395,3.1491730268004305
AIG,40,-0.1440895059424572,0.3750539960218088,-0.22363977485928707,0.1653766645850873,2.2049701030258873,4.1601345267729375
VRSN,41,-0.146783800923427,0.35978084869659016,-0.18867595818815336,0.23744338521096442,2.90308619807516,3.206106870229007
BLDR,40,-0.1468620815032474,0.3658358800811863,-0.10900562851782367,0.5031444524750436,14.029065531993902,8.333333333333332
VTR,42,-0.14699874684034656,0.3529041773349276,-0.09585933068633012,0.5459203547135117,-96.35338693885886,-1.3331550859908388
TER,43,-0.14738354723134578,0.34560724012715954,-0.1893687707641196,0.2238996381681789,2.791254161683207,2.3693379790940785
BDX,43,-0.14922407193636725,0.3395498602990126,-0.06704922983992752,0.6692360757355742,1.9535805417092516,2.3472099202834418
HAS,42,-0.15119454756454298,0.3391774293496324,-0.058585203792237264,0.7124749131223843,0.8164712278714551,3.3905114421613893
NXPI,34,-0.15203792102524855,0.3906871293241909,-0.2064171122994652,0.2414965603089828,3.8001373661931135,3.5255904316677804
LVS,43,-0.15289150351278472,0.32767680993511605,-0.12488674116581094,0.4249072718200218,-8.567529322599912,1.380500431406386
POOL,42,-0.15324965752688874,0.3325759970900529,-0.1579288550360587,0.3178456358465309,4.363125521930737,4.364957323511772
DOV,43,-0.15355285051552647,0.3255637030910798,-0.2449411054062217,0.11340353289902208,1.2924089750042869,1.2625698324022496
MTD,42,-0.1546860289988183,0.32800981154674486,-0.12486832509521109,0.43075019764384265,3.1835635114812675,3.184708811306172
INVH,28,-0.1546884545649486,0.4318886717209883,-0.3240284619594964,0.09253841290139696,25.28602312792153,11.363636363636358
WST,42,-0.1550040702985855,0.32700408344053633,-0.10639332306944331,0.5024712415239372,3.6231604841859473,2.3581677644309944
MAR,42,-0.15636464494321217,0.32272337574735266,-0.10055911190341141,0.5263161004195309,14.72943527843394,6.243423757677005
TRMB,42,-0.15655261193429412,0.3221347613742643,-0.011101207357588527,0.9443727820269773,1.374400464977716,1.0276542864143974
RL,43,-0.15702090283535342,0.3146228522351024,-0.24932044699486564,0.1068958218611407,9.10716509437541,1.7469632864746842
MKTX,42,-0.16037452905599772,0.3103128619655868,-0.19066526213434892,0.22647268733048026,3.3286198128461395,3.872038733471011
MPWR,42,-0.1605332917235819,0.3098278184139673,-0.11384814844826191,0.47282315826505533,6.171429236554421,5.790013679890554
PGR,35,-0.16239962005008937,0.3512928824309486,-0.2092436974789916,0.2276808347606729,5.126332320432496,3.80457380457382
PAYX,26,-0.16348731782660492,0.42486042815672326,-0.15829059829059827,0.4399250583834971,2.9416461664179243,2.576298881447123
UPS,41,-0.16416436634209972,0.30506299546348753,-0.10574912891986064,0.5105166369826976,1.2033329644510395,1.6903914590747287
DELL,28,-0.16509773834298017,0.4011501844796358,-0.2194854953475643,0.26177368383417554,2.000993618835088,2.557509358079006
BA,31,-0.16625723807875858,0.37138352370520705,-0.05645161290322581,0.7629314266860608,-35.08429184255542,7.221147646679557
NDSN,40,-0.1667248745686258,0.30383558681878736,-0.13658536585365855,0.40068521157134235,2.0941223061224425,2.028502872184001
KO,42,-0.16749203684581448,0.28904150673866835,-0.07657402155416904,0.6298139144837877,0.7421790042957035,0.6849593237977969
FRT,42,-0.16801688121355018,0.2875113223657192,-0.08589603345651005,0.5885959943364062,1.6087676670232176,1.5935286031511062
GL,40,-0.1682196670280749,0.29945864341406475,-0.2810506566604128,0.07895904767083234,2.567848849384782,1.8904870848525555
AMGN,42,-0.16860323294286586,0.28580804271318716,-0.08516327688193827,0.591792168999854,2.2095233666765557,2.3163440852999253
ULTA,42,-0.16873719961673708,0.2854198085200786,-0.2323150474029657,0.13874574815424945,6.009202832793284,6.103465207089375
ALLE,42,-0.1741377629356622,0.2700545276171524,-0.14058828295924158,0.3745181822819576,2.913078353312596,3.0137891173313514
MMC,43,-0.1744835311532655,0.2631143118765402,0.02053760193295077,0.895997371323845,2.8987396284399303,2.6632302405498347
AES,40,-0.17452277743967892,0.28144868171477716,-0.22701688555347097,0.15891730642042357,0.7915158488351851,1.3717717204312503
GS,43,-0.1765559607204074,0.25739737886493064,-0.11763817577771066,0.45247908575190743,2.898068574030095,0.42517006802720686
MCK,42,-0.17700921033505415,0.26211141655106374,-0.013208005834211166,0.9338372414652765,3.335660421725835,2.473948531320182
IR,29,-0.17753850134236368,0.35685838429712646,-0.12660098522167484,0.5128417181025344,4.188170315545051,5.2465483234714005
URI,43,-0.1781105338485849,0.2531638644878854,-0.13122923588039867,0.40157783649678164,5.194428133967114,5.149617258176759
CAH,42,-0.1790183645089934,0.2566468842540669,-0.10914836723118063,0.4914054622783217,1.6558513215807518,1.928635057284418
HPQ,41,-0.18218523508150378,0.2542649805482398,-0.10365853658536586,0.5189575439961193,0.7869670794159338,1.6476932294787212
VST,25,-0.18329830118828885,0.38046756438635976,-0.17923076923076922,0.3913084960893426,86.67488811900283,13.541121005762177
PLD,41,-0.18463713189936604,0.24781935423263446,0.064808362369338,0.6872672287628557,6.357679014683625,-1.9830028328611853
LEN,34,-0.18503702236110206,0.2947925561715058,-0.00106951871657754,0.9952102970293935,5.007742210958122,4.12452591997618
HSY,42,-0.18700892232101232,0.23567048561515938,-0.09942468195446075,0.5310162893806778,2.2073139370392125,2.3433163062999887
FDX,36,-0.18878723502323294,0.2701574886560383,-0.19716859716859722,0.24906668175139637,1.7466252216576619,3.565944144953588
COF,42,-0.18975343352385163,0.22874305203905518,-0.2801231666801718,0.07236998669100543,8.653992703290797,0.6700709509341343
DAL,40,-0.18976678865175314,0.2408653141795219,-0.38742964352720455,0.013513665340346126,-49.761976317705816,4.399249676515993
DHR,42,-0.19185977661737458,0.2235219284959645,-0.11319990276314726,0.4753638978186834,2.0332449323355335,2.4204253497002526
AIZ,42,-0.19236528871666078,0.22228118503919808,-0.2533830321691921,0.10542596475000764,3.290189609309643,5.158797784268807
FAST,43,-0.1941001552799665,0.21232563643900793,-0.16988825128360013,0.2760896804771197,2.292697549034453,1.8243243243243186
META,43,-0.1943327345101477,0.21176763761882322,-0.19087888855330717,0.2201593450963651,8.026238458022894,9.812286689419784
IQV,33,-0.19637857064457462,0.2733767044442017,-0.2466577540106952,0.16642107693305483,3.6264254411510453,3.797468354430374
ZBH,41,-0.19720029793895222,0.21652273394842553,-0.1961672473867596,0.21898781120057526,0.7939758321066739,1.1935208866155056
CNC,42,-0.19969108466426969,0.20483139665803357,-0.184344866704481,0.2425301031508863,5.420615568370178,4.6277488181247755
USB,40,-0.20059459376467312,0.21456759280237614,-0.24446529080675425,0.12844083670674125,1.592452732424611,0.8172876304023835
AKAM,42,-0.20103158284790731,0.20174513483387424,-0.1976339032493315,0.2096316635870368,2.762416225871361,2.838195252431964
HBAN,43,-0.20493480060088612,0.1874064230947543,-0.14678344910903052,0.3475964771950454,1.6132455374003936,1.3250194855806803
FTV,32,-0.20567524273718374,0.2587668059094528,-0.27602639296187675,0.1262145550499103,1.5720223243892584,3.0632623270388715
MDLZ,42,-0.20861483694887398,0.1848994456324104,-0.1922858763471356,0.2224757823140917,1.9009874814942929,1.9767750011277065
MHK,42,-0.20862904380908195,0.1848688563551814,-0.14318126569970022,0.3656824142357681,1.2642672417538137,2.3542881515622205
HES,37,-0.2104397005413131,0.21123520767899998,-0.17069701280227595,0.312442597136311,-100.88644010429289,-2.770562770562773
BX,40,-0.21076541615005312,0.1917398839059754,-0.2864915572232646,0.07309230471380032,1.638973659236349,1.326344850944164
ENPH,40,-0.21091232491163622,0.19142324854419007,-0.15459662288930584,0.3408468905655702,25.889274615469752,16.730672480295148
RTX,43,-0.21168387595156118,0.17297671847571056,0.17532467532467533,0.2607838705390762,0.1431179303284078,1.4971806338712805
V,43,-0.21226430175312544,0.17177420279203406,-0.25792811839323465,0.094939666828648,3.8703141742892138,4.23728813559322
KMB,43,-0.21268674426841996,0.17090278959638205,-0.1774388402295379,0.2549872985172189,0.578116559877757,1.296625222024874
NVDA,43,-0.2156656180144187,0.16484832390511275,-0.27629691157592695,0.0728921238367225,13.52986749632218,13.36206896551724
KIM,42,-0.21609410468747453,0.1692898571118826,-0.20476460578559275,0.19332278818769807,5.1162676710037935,-3.350209497206701
PCG,35,-0.2163537201814741,0.21191036315161887,-0.024089635854341738,0.890746121838189,-1.4265943848983524,0.8967391304347804
CPB,40,-0.21661681660245402,0.1794124166759595,-0.1962476547842402,0.22487540553102064,0.5844831011840245,0.40967109323509976
WDC,40,-0.21903928643465756,0.17447813510703522,-0.14502814258911823,0.37191795906944675,-136.01163792709434,-0.03813780203606607
EG,32,-0.22003903052349982,0.22623847690290091,-0.16202346041055718,0.37564345086035955,22.471491175710455,3.4934740259359702
MAS,42,-0.22016067171597303,0.16121306459360735,-0.27428895551413984,0.07877503995128789,3.9196811997505847,3.9878113407525158
TGT,38,-0.22037223180129314,0.1836834836779565,-0.076047707626655,0.6499816254504889,3.184234364582226,2.667507370467896
LOW,36,-0.22122828178685677,0.19474807995569557,-0.11788931788931789,0.4934912186279838,4.230833796778209,4.492463252250442
SWKS,43,-0.22419496413217624,0.14837498171002694,-0.20039263062518878,0.19758713709121564,2.4890206277441442,1.2195121951219396
WAB,42,-0.2250626317319391,0.15185371649757565,-0.15420144234664937,0.32954590557538654,2.0142303936878503,2.720381199913366
RSG,42,-0.2295482860194824,0.14364367195327113,-0.09196985657564218,0.5624034297328243,2.740398146717792,2.5873860182370767
CI,37,-0.2312198215385707,0.1685356728603398,-0.2560455192034139,0.126107148885719,3.4384810342735244,2.955899880810476
BK,41,-0.23170663194235505,0.14492713996287646,-0.1872822299651568,0.24099007630549177,1.9983688299443976,2.226148409893983
PFG,42,-0.23201517607503508,0.13927054261670166,-0.23377360019447374,0.1362140616027181,1.697561415077565,2.0957324106113
KLAC,37,-0.23431373272135633,0.16275175324740337,-0.2510668563300142,0.13390236739265526,4.062833078957774,4.825609173435268
DLR,42,-0.23574067960018127,0.13285423548491784,-0.2503038651648975,0.10987234736001349,5.358852053105607,-5.1682160247897215
NCLH,42,-0.23695940153259812,0.13080382092605122,-0.19115144639818493,0.2252684777595644,-4.303885572652048,5.612298071912457
EXC,38,-0.240106576111535,0.14649840562350194,-0.22924987723759588,0.16620463449418757,0.16031921597938206,0.2400976195747491
GOOGL,42,-0.24310853863666881,0.1208169187348513,-0.22194311644113124,0.15776254641969284,4.7169441540127295,4.336592392803503
TDG,41,-0.24433870863038357,0.12366067940388951,-0.3060975609756098,0.05161021933981765,3.862260389591272,4.464993394980186
BIIB,42,-0.2485610903813954,0.11245133332651093,-0.3690948869621587,0.016153117323321652,1.4262345124946254,2.013069578107273
MCO,41,-0.2515797052032363,0.11257637338336658,-0.08519163763066204,0.596397962679912,2.820659751525886,3.064699205448349
VLO,43,-0.25219843074233755,0.10277688102264633,-0.21639987919057688,0.16338015083558907,-5.375787607338386,2.081967213114765
CBRE,42,-0.25383168749931534,0.10478972939531951,-0.36018150879183214,0.019126952870217054,3.067164233206392,4.348570577724836
EMN,43,-0.25436332081071633,0.0997594573948845,-0.2707641196013289,0.07905944046988166,0.5219581300425621,1.1958146487294345
AOS,43,-0.25511426516644414,0.09872883770036775,-0.14738749622470554,0.345594172977777,3.125097256999579,3.7676609105180567
CRM,43,-0.2553269870075187,0.09843838424096561,-0.2832980972515856,0.06563848732691054,8.104567669236411,7.888249794576817
ITW,42,-0.2582556155545227,0.09867217869317736,-0.08321853982659429,0.6003117545063544,2.4374322319497943,2.314952168792627
BKNG,41,-0.2591144599321133,0.10185885752110967,-0.3675958188153311,0.018058347619580823,15.627198794184332,4.2491684306017605
WBD,42,-0.263452187596772,0.0918407514088342,-0.3024876428166275,0.051526724672224467,-41.153736192337114,1.1394023950703402
EMR,42,-0.26360892684787324,0.09164053348969321,-0.16360100478081194,0.3005501482599567,1.4641332727494918,2.520238115399597
FI,42,-0.2639553442142961,0.09119921867045158,-0.2374296019128061,0.13001908545383278,4.153789769621388,3.786549647159373
PODD,42,-0.26556553585349824,0.08916946889582394,-0.21902601085811524,0.163437946913576,30.62927544758677,12.957633189638917
AVB,38,-0.26977643319820943,0.1014235625472126,-0.21829521829521828,0.1879543194903163,2.01181488422258,-0.27255471476979387
ZBRA,42,-0.2709685783183759,0.08261351028304356,-0.30508062555708615,0.049460813129967224,3.8770736049025096,4.904152855087871
ADI,42,-0.2740297617143775,0.07906956095722788,-0.21902601085811524,0.163437946913576,2.691550419512604,4.536992423531947
XOM,42,-0.2756377739747907,0.07725621535902073,-0.28336439510574507,0.06899312080178276,7.229120283516461,-3.1000073632697447
AMP,43,-0.2763475487247454,0.07283748368548988,-0.2897916037450921,0.05943444695758268,3.8336832135858314,4.040859245906582
QCOM,43,-0.28207160541201853,0.06686602750020117,-0.36378737541528233,0.016483709362357664,2.16472096544174,1.5384615384615479
RCL,43,-0.29013265115336273,0.05912202660016488,-0.20522500755058892,0.18676888122492036,0.20883284309212335,6.559571619812586
CHTR,43,-0.29801069935109487,0.052263323082991066,-0.13938387194201146,0.37269815045027627,10.842667293619856,7.194899817850629
MPC,40,-0.2996513670277941,0.06031438803796096,-0.2724202626641651,0.08901138142706887,33.26394804420154,5.902606670972583
AZO,43,-0.30280011132916723,0.04841691425784457,-0.2882814859559045,0.06083368951904041,3.861874911883099,3.449831198830011
MCHP,41,-0.3049719128702598,0.05251953475934142,-0.3341463414634147,0.03274377451416343,2.080355477348254,4.272151898734181
DTE,41,-0.3051949249961628,0.05233836746010112,-0.014982578397212546,0.9259245331285837,1.0750969820535572,1.0833333333333437
L,24,-0.3087599015804662,0.14210260295628366,-0.2939130434782608,0.1633105777659175,0.4804255276318437,0.6449843733509342
ADM,42,-0.31082623263040754,0.04512085179477554,-0.3284174702212139,0.0337161852355385,2.2908426822513643,2.5610815113660026
SYF,38,-0.3114765744485041,0.05696381194637856,-0.3868038078564394,0.016440846703730555,4.9308716960136705,1.8008596400437045
ISRG,41,-0.31358128897918647,0.04588184762118261,-0.19355400696864117,0.2253098003763756,3.13140228654352,4.232705575237729
CVS,40,-0.31503446131518664,0.04770214702436167,-0.3330206378986867,0.03574892255742065,1.3083517331284316,1.3124212933812325
FANG,42,-0.3177911686009243,0.04027938927073048,-0.31626286362531403,0.04130371335640959,7.882996174623689,4.565051700705768
ZTS,42,-0.3184868354639512,0.03982004046578093,-0.13378170326553765,0.39830861131693457,3.3427339471271376,3.25478576235699
ADSK,43,-0.3264631897850687,0.03263006900848441,-0.466626396858955,0.0016095549312342705,7.038364205768731,4.086364295029706
MGM,40,-0.3284577302445621,0.038520041813869504,-0.21388367729831145,0.18509812249264565,224.77800879609376,7.871909511253776
SYY,42,-0.3286558674326732,0.033579702285406826,-0.25435540069686413,0.10405076845620771,2.9449556326065482,2.7794619173929513
YUM,42,-0.32891725380263087,0.03343058065108966,-0.4310023498906086,0.004378416005836958,1.5778529862440762,3.1943237697341615
MSI,39,-0.3361858856453687,0.03639293237362244,-0.33704453441295545,0.03588834950003172,2.7687263284083112,3.7574722459436334
ROL,42,-0.3369534043323187,0.02910502823014477,-0.24787294384571754,0.1134822097580269,3.3208139105779653,2.9365568216815547
XEL,40,-0.34298880250395003,0.030260302182221623,-0.34146341463414637,0.031052079305699375,1.4298521967456872,1.462783333979849
FITB,43,-0.34314395742985127,0.024276485144616528,-0.02401087284808215,0.8785306385939952,1.6704572559219133,-0.285714285714286
CSCO,34,-0.3483485187713447,0.04349127833895409,-0.32650878533231475,0.059474971556021806,1.4219735563737756,1.4899836234147115
ELV,43,-0.35228556757859997,0.020512274149325774,-0.6306251887647236,5.824796191621273e-06,3.2383776163761535,3.2005334222370307
